original_snippet	mocked_snippet	var	tbd	type
"""import pandas as pd\nimport numpy as np\nnp.random.seed(24)\ndf = pd.DataFrame({'A': np.linspace(1, 10, 10)})\ndf = pd.concat([df, pd.DataFrame(np.random.randn(10, 4), columns=list('BCDE'))], axis=1)\ndf.iloc[0, 2] = np.nan\ndf.iloc[3, 3] = np.nan\ndf.iloc[4, 1] = np.nan\ndf.iloc[9, 4] = np.nan\nprint('Original array:')\nprint(df)\nprint('\\nDataframe - table style:')\nth_props = [('font-size', '12px'), ('text-align', 'center'), ('font-weight', 'bold'), ('color', '#6d6d6d'), ('background-color', '#f7ffff')]\nstyles = [dict(selector='th', props=th_props), dict(selector='td', props=td_props)]\ndf.style.set_table_styles(styles)"""	"""class TBD4():\n\n    def __init__(self, *args, **kwargs):\n        pass\ntd_props = TBD4()\n__original_start_marker = None\nimport pandas as pd\nimport numpy as np\nnp.random.seed(24)\ndf = pd.DataFrame({'A': np.linspace(1, 10, 10)})\ndf = pd.concat([df, pd.DataFrame(np.random.randn(10, 4), columns=list('BCDE'))], axis=1)\ndf.iloc[(0, 2)] = np.nan\ndf.iloc[(3, 3)] = np.nan\ndf.iloc[(4, 1)] = np.nan\ndf.iloc[(9, 4)] = np.nan\nprint('Original array:')\nprint(df)\nprint('\\nDataframe - table style:')\nth_props = [('font-size', '12px'), ('text-align', 'center'), ('font-weight', 'bold'), ('color', '#6d6d6d'), ('background-color', '#f7ffff')]\nstyles = [dict(selector='th', props=th_props), dict(selector='td', props=td_props)]\ndf.style.set_table_styles(styles)"""	td_props	TBD4	list
"""import numpy as np\nm = np.array([[1, 2], [3, 4]])\nprint('Original matrix:')\nprint(m)\nprint('Condition number of the said matrix:')\nprint(result)"""	"""class TBD1():\n\n    def __init__(self, *args, **kwargs):\n        pass\nresult = TBD1()\n__original_start_marker = None\nimport numpy as np\nm = np.array([[1, 2], [3, 4]])\nprint('Original matrix:')\nprint(m)\nprint('Condition number of the said matrix:')\nprint(result)"""	result	TBD1	float64
"""import numpy as np\nimport pandas as pd\nchar_list = list('ABCDEFGHIJKLMNOP')\nnum_arra = np.arange(8)\nnum_ser = pd.Series(num_dict)\ndf = num_ser.to_frame().reset_index()\nprint(df.head())"""	"""class TBD0():\n\n    def __init__(self, *args, **kwargs):\n        pass\nnum_dict = TBD0()\n__original_start_marker = None\nimport numpy as np\nimport pandas as pd\nchar_list = list('ABCDEFGHIJKLMNOP')\nnum_arra = np.arange(8)\nnum_ser = pd.Series(num_dict)\ndf = num_ser.to_frame().reset_index()\nprint(df.head())"""	num_dict	TBD0	dict
"""import pandas as pd\nprint('Sequences of fixed-frequency dates and time spans (1 H):\\n')\nprint(r1)\nprint('\\nSequences of fixed-frequency dates and time spans (3 H):\\n')\nr2 = pd.date_range('2030-01-01', periods=10, freq='3H')\nprint(r2)"""	"""class TBD0():\n\n    def __init__(self, *args, **kwargs):\n        pass\nr1 = TBD0()\n__original_start_marker = None\nimport pandas as pd\nprint('Sequences of fixed-frequency dates and time spans (1 H):\\n')\nprint(r1)\nprint('\\nSequences of fixed-frequency dates and time spans (3 H):\\n')\nr2 = pd.date_range('2030-01-01', periods=10, freq='3H')\nprint(r2)"""	r1	TBD0	DatetimeIndex
"""word_list = string_words.split()\nword_freq = [word_list.count(n) for n in word_list]\nprint('String:\\n {} \\n'.format(string_words))\nprint('List:\\n {} \\n'.format(str(word_list)))\nprint('Pairs (Words and Frequencies:\\n {}'.format(str(list(zip(word_list, word_freq)))))"""	"""class TBD0():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\n    def split(self):\n        return {}\nstring_words = TBD0()\n__original_start_marker = None\nword_list = string_words.split()\nword_freq = [word_list.count(n) for n in word_list]\nprint('String:\\n {} \\n'.format(string_words))\nprint('List:\\n {} \\n'.format(str(word_list)))\nprint('Pairs (Words and Frequencies:\\n {}'.format(str(list(zip(word_list, word_freq)))))"""	string_words	TBD0	str
"""student_data = {'id1': {'name': ['Sara'], 'class': ['V'], 'subject_integration': ['english, math, science']}, 'id2': {'name': ['David'], 'class': ['V'], 'subject_integration': ['english, math, science']}, 'id3': {'name': ['Sara'], 'class': ['V'], 'subject_integration': ['english, math, science']}, 'id4': {'name': ['Surya'], 'class': ['V'], 'subject_integration': ['english, math, science']}}\nfor key, value in student_data.items():\n    if value not in result.values():\n        result[key] = value\nprint(result)"""	"""class TBD14():\n\n    def __init__(self, *args, **kwargs):\n        pass\nresult = TBD14()\n\nclass TBD12():\n\n    def __init__(self):\n        self.container = {'id1': {'name': ['Sara'], 'class': ['V'], 'subject_integration': ['english, math, science']}, 'id2': {'name': ['David'], 'class': ['V'], 'subject_integration': ['english, math, science']}, 'id3': {'name': ['Sara'], 'class': ['V'], 'subject_integration': ['english, math, science']}, 'id4': {'name': ['Surya'], 'class': ['V'], 'subject_integration': ['english, math, science']}}\n        self.keys = list(self.container.keys())\n        self.iter_current = 0\n\n    def __refresh_keys(self):\n        self.keys = list(self.container.keys())\n        for key in self.keys:\n            if (not isinstance(key, int)):\n                return\n        sorted(self.keys)\n\n    def __str__(self):\n        self.__refresh_keys()\n        ret_str = ''\n        ret_str += '[ '\n        for (idx, (key, val)) in enumerate(self.container.items()):\n            ret_str += str(val)\n            if (idx < (len(self.keys) - 1)):\n                ret_str += ', '\n        ret_str += ' ]'\n        return ret_str\n\n    def __getitem__(self, key):\n        self.__refresh_keys()\n        ret_val = None\n        if isinstance(key, slice):\n            list_to_return = []\n            start = (key.start or 0)\n            stop = (key.stop or len(self.container))\n            step = (key.step or 1)\n            if (start < 0):\n                if ((start * (- 1)) > len(self.keys)):\n                    diff = ((start * (- 1)) - len(self.keys))\n                    if (len(self.keys) > 0):\n                        for i in range(max(self.keys), ((max(self.keys) + diff) + 1)):\n                            self.container[i] = 0\n                    else:\n                        for i in range(0, (diff + 1)):\n                            self.container[i] = 0\n                self.__refresh_keys()\n                start = self.keys[start]\n            if (stop < 0):\n                if ((stop * (- 1)) > len(self.keys)):\n                    diff = ((stop * (- 1)) - len(self.keys))\n                    if (len(self.keys) > 0):\n                        for i in range(max(self.keys), ((max(self.keys) + diff) + 1)):\n                            self.container[i] = 0\n                    else:\n                        for i in range(0, (diff + 1)):\n                            self.container[i] = 0\n                self.__refresh_keys()\n                stop = self.keys[stop]\n            for i in range(start, stop, step):\n                list_to_return.append(self.container[i])\n            ret_val = list_to_return\n        elif isinstance(key, int):\n            if (key < 0):\n                key = self.keys[key]\n            ret_val = self.container[key]\n        elif isinstance(key, str):\n            if (key not in self.container.keys()):\n                self.container[key] = key\n                print('[FROM INNER-WORLD], [ADD STR-KEY], [TGT {}], [ADDING (KEY, VALUE): ({}, {})]'.format(type(self).__name__, key, 'TBD'))\n            ret_val = self.container[key]\n        else:\n            if (key not in self.container.keys()):\n                self.container[key] = key\n                print('[FROM INNER-WORLD], [ADD OBJ-KEY], [TGT {}], [ADDING (KEY, VALUE): ({}, {})]'.format(type(self).__name__, type(key).__name__, 'TBD'))\n            ret_val = self.container[key]\n        return ret_val\n\n    def __setitem__(self, key, val):\n        self.__refresh_keys()\n        if isinstance(key, slice):\n            start = (key.start or 0)\n            stop = (key.stop or len(self.container))\n            step = (key.step or 1)\n            if (start < 0):\n                start = self.keys[start]\n            if (stop < 0):\n                stop = self.keys[stop]\n            for i in range(0, stop, step):\n                if (i not in self.keys):\n                    self.container[i] = 0\n            for i in range(start, stop, step):\n                self.container[i] = val\n            return True\n        elif isinstance(key, int):\n            if (key < 0):\n                key = self.keys[key]\n            for i in range(0, key):\n                if (i not in self.keys):\n                    self.container[i] = 0\n            self.container[key] = val\n            return True\n        elif isinstance(key, str):\n            self.container[key] = val\n            return True\n        self.__refresh_keys()\n        return False\n\n    def __iter__(self):\n        return iter(self.container.values())\n\n    def __len__(self):\n        return len(self.keys)\n\n    def items(self):\n        return {}\n__original_start_marker = None\nstudent_data = TBD12()\nfor (key, value) in student_data.items():\n    if (value not in result.values()):\n        result[key] = value\nprint(result)"""	result	TBD14	dict
"""import decimal\nprint('Construct a Decimal from a float:')\npi_val = decimal.Decimal(3.14159)\nprint(pi_val)\nprint(pi_val.as_tuple())\nprint('\\nConstruct a Decimal from a string:')\nprint(num_str)\nprint(num_str.as_tuple())"""	"""class TBD1():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\nclass TBD0():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\n    def as_tuple(self):\n        return TBD1()\nnum_str = TBD0()\n__original_start_marker = None\nimport decimal\nprint('Construct a Decimal from a float:')\npi_val = decimal.Decimal(3.14159)\nprint(pi_val)\nprint(pi_val.as_tuple())\nprint('\\nConstruct a Decimal from a string:')\nprint(num_str)\nprint(num_str.as_tuple())"""	num_str	TBD0	Decimal
"""from itertools import groupby\nprint('Original list:')\nprint(uno_list)\nuno_list.sort()\nprint(uno_list)\nprint('\\nSort the said unordered list:')\nprint(uno_list)\nprint('\\nFrequency of the elements of the said unordered list:')\nresult = [len(list(group)) for key, group in groupby(uno_list)]\nprint(result)"""	"""class TBD2():\n\n    def __init__(self, *args, **kwargs):\n        pass\nuno_list = []\n__original_start_marker = None\nfrom itertools import groupby\nprint('Original list:')\nprint(uno_list)\nuno_list.sort()\nprint(uno_list)\nprint('\\nSort the said unordered list:')\nprint(uno_list)\nprint('\\nFrequency of the elements of the said unordered list:')\nresult = [len(list(group)) for (key, group) in groupby(uno_list)]\nprint(result)"""	uno_list	TBD0	list
'print(sum(my_dict.values()))'	'my_dict = {}\n__original_start_marker = None\nprint(sum(my_dict.values()))'	my_dict	TBD0	dict
"""import pandas as pd\nnewday = pd.Timestamp('2020-02-07')\nprint('First date:')\nprint(newday)\nprint('\\nThe day name of the said date:')\nprint(newday.day_name())\nprint('\\nAdd 2 days with the said date:')\nnewday1 = newday + pd.Timedelta('2 day')\nprint(newday1.day_name())\nprint('\\nNext business day:')\nprint(nbday.day_name())"""	"""class TBD1():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\nclass TBD0():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\n    def day_name(self):\n        return TBD1()\nnbday = TBD0()\n__original_start_marker = None\nimport pandas as pd\nnewday = pd.Timestamp('2020-02-07')\nprint('First date:')\nprint(newday)\nprint('\\nThe day name of the said date:')\nprint(newday.day_name())\nprint('\\nAdd 2 days with the said date:')\nnewday1 = (newday + pd.Timedelta('2 day'))\nprint(newday1.day_name())\nprint('\\nNext business day:')\nprint(nbday.day_name())"""	nbday	TBD0	Timestamp
"""import itertools as it\nnums = [[0, 1, 2], [2, 3, 4], [3, 4, 5, 6], [7, 8, 9, 10, 11], [12, 13, 14]]\nprint('Original list:')\nprint(nums)\ndef get_avg(x):\n    x = [i for i in x if i is not None]\n    return sum(x, 0.0) / len(x)\nprint('\\nAverage of n-th elements in the said list of lists with different lengths:')\nprint(list(result))"""	"""result = {}\n__original_start_marker = None\nimport itertools as it\nnums = [[0, 1, 2], [2, 3, 4], [3, 4, 5, 6], [7, 8, 9, 10, 11], [12, 13, 14]]\nprint('Original list:')\nprint(nums)\n\ndef get_avg(x):\n    x = [i for i in x if (i is not None)]\n    return (sum(x, 0.0) / len(x))\nprint('\\nAverage of n-th elements in the said list of lists with different lengths:')\nprint(list(result))"""	result	TBD1	map
"""import pandas as pd\nimport re as re\npd.set_option('display.max_columns', 10)\nprint('Original DataFrame:')\nprint(df)\ndef test_num_less(n):\n    nums = []\n    for i in n.split():\n        result = re.findall('\\\\b(0*(?:[1-9][0-9]?|100))\\\\b', i)\n        nums.append(result)\n        all_num = [','.join(x) for x in nums if x != []]\n    return ' '.join(all_num)\ndf['num_less'] = df['address'].apply(lambda x: test_num_less(x))\nprint('\\nNumber less than 100:')\nprint(df)"""	"""class TBD5():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\nclass TBD3():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\n    def apply(self, arg0):\n        return TBD5()\ndf = {'address': TBD3()}\n__original_start_marker = None\nimport pandas as pd\nimport re as re\npd.set_option('display.max_columns', 10)\nprint('Original DataFrame:')\nprint(df)\n\ndef test_num_less(n):\n    nums = {}\n    for i in n.split():\n        result = re.findall('\\\\b(0*(?:[1-9][0-9]?|100))\\\\b', i)\n        nums.append(result)\n        all_num = [','.join(x) for x in nums if (x != {})]\n    return ' '.join(all_num)\ndf['num_less'] = df['address'].apply((lambda x: test_num_less(x)))\nprint('\\nNumber less than 100:')\nprint(df)"""	df	TBD2	DataFrame
"""def permute(nums):\n    result_perms = [[]]\n    for n in nums:\n        new_perms = []\n        for perm in result_perms:\n            for i in range(len(perm) + 1):\n                new_perms.append(perm[:i] + [n] + perm[i:])\n                result_perms = new_perms\n    return result_perms\nprint('Original Cofllection: ', my_nums)\nprint('Collection of distinct numbers:\\n', permute(my_nums))"""	"""my_nums = {}\n__original_start_marker = None\n\ndef permute(nums):\n    result_perms = [[]]\n    for n in nums:\n        new_perms = {}\n        for perm in result_perms:\n            for i in range((len(perm) + 1)):\n                new_perms.append(((perm[:i] + [n]) + perm[i:]))\n                result_perms = new_perms\n    return result_perms\nprint('Original Cofllection: ', my_nums)\nprint('Collection of distinct numbers:\\n', permute(my_nums))"""	my_nums	TBD3	list
'import datetime\nnow = datetime.datetime.now()\nprint(now)\nmonth = lambda x: x.month\nday = lambda x: x.day\nt = lambda x: x.time()\nprint(year(now))\nprint(month(now))\nprint(day(now))\nprint(t(now))'	'class TBD0():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\ndef year(arg0):\n    return TBD0()\n__original_start_marker = None\nimport datetime\nnow = datetime.datetime.now()\nprint(now)\nmonth = (lambda x: x.month)\nday = (lambda x: x.day)\nt = (lambda x: x.time())\nprint(year(now))\nprint(month(now))\nprint(day(now))\nprint(t(now))'	year	TBD0	function
"""def max_min_list_tuples(nums):\n    zip(*nums)\n    result1 = map(max, zip(*nums))\n    result2 = map(min, zip(*nums))\n    return (list(result1), list(result2))\nnums = [(2, 3), (2, 4), (0, 6), (7, 1)]\nprint('Original list:')\nprint(nums)\nprint('\\nMaximum value  for each tuple position in the said list of tuples:')\nprint(result[0])\nprint('\\nMinimum value  for each tuple position in the said list of tuples:')\nprint(result[1])"""	"""class TBD3():\n\n    def __init__(self, *args, **kwargs):\n        pass\n\nclass TBD2():\n\n    def __init__(self, *args, **kwargs):\n        pass\nresult = [TBD2(), TBD3()]\n__original_start_marker = None\n\ndef max_min_list_tuples(nums):\n    zip(*nums)\n    result1 = map(max, zip(*nums))\n    result2 = map(min, zip(*nums))\n    return (list(result1), list(result2))\nnums = [(2, 3), (2, 4), (0, 6), (7, 1)]\nprint('Original list:')\nprint(nums)\nprint('\\nMaximum value  for each tuple position in the said list of tuples:')\nprint(result[0])\nprint('\\nMinimum value  for each tuple position in the said list of tuples:')\nprint(result[1])"""	result	TBD1	tuple
